Word,IPA,Expected,Actual,Result
expropriated,ɛkspɹowˈpɹiejˌtɪd,エクスプロプリエイティド,エクスプロープリエイティッド,FAIL
penetrating,pɛˈnʌtɹejˌtɪŋ,ペネトゥレイティング,ペナットゥレイティング,FAIL
transmittal,tɹænsmɪˈtʌl,トゥランスミタル,トゥランスミタル,PASS
striated,striated,ストゥライエイティド,ストゥリアテッド,FAIL
caustic,kɑˈstɪk,コースティック,カスティック,FAIL
observable,ʌbzɚˈvʌbʌl,オブザーバブル,アブザーヴァブル,FAIL
tuft,tʌˈft,タフト,タフト,PASS
yarning,yarning,ヤーニング,ヤルニング,FAIL
lurid,lʊˈɹʌd,ルアリド,ルラッド,FAIL
short,ʃɔˈɹt,ショート,ショート,PASS
carwash,carwash,カーウォッシュ,cアルワスフ,FAIL
pajamas,pʌʤɑˈmʌz,パジャマズ,パジャマズ,PASS
royalty,ɹɔjˈʌlti,ロイヤルティー,ロヤルティー,FAIL
acquit,ʌkwɪˈt,アクイット,アックウィット,FAIL
glistle,glistle,グリスル,グリーストゥレ,FAIL
deponent,deponent,ディポーネント,デポネント,FAIL
archery,ɑˈɹʧɚi,アーチェリー,アルチャーイ,FAIL
haemorheological,haemorheological,ヘモレィオゥロジカル,ハエモルヘロギcアル,FAIL
declining,dɪklajˈnɪŋ,ディクライニング,ディックライニング,FAIL
wilting,wɪˈltɪŋ,ウィルティング,ウィルティング,PASS
tagged,tæˈgd,タグド,タグド,PASS
axiomatic,æˌksiʌmæˈtɪk,アクシオマティク,アクシアマティック,FAIL
schmoozer,schmoozer,シュムーザー,スcフモゼル,FAIL
dexterous,dexterous,デクスタラス,デxテロウス,FAIL
uro,uro,ユーロ,ウロ,FAIL
jew,ʤuˈ,ジュー,ジュ,FAIL
cotta,kɑˈtʌ,コッタ,コタ,FAIL
denudes,denudes,デヌーヅ,デヌデス,FAIL
scimitar,scimitar,シミター,スcイミタル,FAIL
guitarist,gɪˌtɑˈɹɪst,ギターリスト,ギタリスト,FAIL
silberman,sɪˈlbɚmʌn,シルバーマン,シルバーマン,PASS
twine,twajˈn,トゥワイン,トゥワイン,PASS
miniature,mɪˈniʌʧʊˌɹ,ミニチュア,ミニアチュー,FAIL
jumpsrchy,jumpsrchy,ジャンプサーチワイ,ユンプスルcフユ,FAIL
ulterior,ʌltɪˈɹiɚ,アルティーリア,アルティリアーー,FAIL
kneel,niˈl,ニール,ニール,PASS
punkish,punkish,パンキシュ,プンキスフ,FAIL
become,bɪkʌˈm,ビカム,ビカム,PASS
perched,pɚˈʧt,パーチト,パーチュト,FAIL
blousy,blousy,ブラウジイ,ブロウスユ,FAIL
squattiness,squattiness,スクワッティネス,スqウアットゥティネスス,FAIL
lambast,lambast,ランベイスト,ランバスト,FAIL
decriminalize,dikɹɪˌmʌnʌlajˈz,ディクリミナライズ,ディックリマナライズ,FAIL
hunted,hʌˈntʌd,ハンティド,ハンタッド,FAIL
circularity,circularity,サーキュラリティー,cイルcウラリーットゥユ,FAIL
abiding,ʌbajˈdɪŋ,アバイディング,アバイディング,PASS
sanskrit,sæˈnskɹɪt,サンスクリット,サンスクリット,PASS
platitude,plæˈtɪtuˌd,プラティテュード,プラティトゥッド,FAIL
rotunda,ɹowtʌˈndʌ,ロタンダ,ロータンダ,FAIL
reservate,reservate,リザヴェイト,レセルヴァテ,FAIL
home,howˈm,ホウム,ホーム,FAIL
viol,viol,ヴァイオル,ヴィル,FAIL
reporter,ɹɪpɔˈɹtɚ,リポーター,リポーター,PASS
admit,ʌdmɪˈt,アドゥミット,アッドゥミット,FAIL
macbeth,mʌkbɛˈθ,マクベス,マックベス,FAIL
hone,howˈn,ホウン,ホーン,FAIL
blair,blɛˈɹ,ブレア,ブレー,FAIL
adventists,æˈdvɛˌntɪsts,アドゥベンティスツ,アッドゥヴェンティスツ,FAIL
perjury,pɚˈʤɚi,パージュリー,パージャーイ,FAIL
ornithine,ornithine,オルニチン,ルニットゥヒネ,FAIL
rusticate,rusticate,ラスティケイト,ルスティcアテ,FAIL
ascension,ʌsɛˈnʃʌn,アセンション,アセンション,PASS
spellacy,spɛˈlʌsi,スペラシイ,スペラシー,FAIL
insulating,ɪˈnsʌlejˌtɪŋ,インスレィティング,インサレイティング,FAIL
understand,ʌˌndɚstæˈnd,アンダスタンド,アンダースタンド,FAIL
fledgling,flɛˈʤlɪŋ,フレッジリング,フレッジュリング,FAIL
preternaturally,preternaturally,プリータナチュラリー,プレテルナトゥラルルユ,FAIL
rasher,rasher,ラッシャー,ラスヘル,FAIL
fraulein,fraulein,フローライン,フラウレイン,FAIL
leach,liˈʧ,リーチ,リーッチュ,FAIL
mistalken,mistalken,ミストークン,ミスタルケン,FAIL
pottery,pɑˈtɚi,ポタリー,ポッターイ,FAIL
pressure,pɹɛˈʃɚ,プレッシャー,プレッシャー,PASS
visited,vɪˈzʌtʌd,ヴィジティッド,ヴィザタッド,FAIL
bplay,bplay,ビープレイ,ブプラユ,FAIL
recondite,ɹɛˈkʌndajˌt,レコンダイト,リカンダイト,FAIL
imminence,ɪˈmʌnʌns,イミネンス,イマナンス,FAIL
malleability,mæˌliʌbɪˈlʌti,マリアビリティー,マリーアビラッティー,FAIL
nutrient,nuˈtɹiʌnt,ニュートゥリエント,ヌットゥリーアント,FAIL
tempe,tɛˈmpi,ティーンプ,テンピー,FAIL
numbed,nʌˈmd,ナムド,ナムド,PASS
latino,lɑtiˈnow,ラティイノ,ロッティノー,FAIL
capacities,kʌpæˈsʌtiz,キャパシティーズ,カパサッティーズ,FAIL
enclosure,ɛnklowˈʒɚ,エンクロウジャー,エンクロージャー,FAIL
imaginatability,imaginatability,イマジネイタビリティー,イマギーナタビーリーットゥユ,FAIL
believability,bʌliˌvʌbɪˈlɪti,ビリーバビリティイ,ブリーヴァビリッティー,FAIL
dissolute,dissolute,ディソリュート,ディスソルテ,FAIL
macroscope,macroscope,マクロスコウプ,マcロスcペ,FAIL
vertically,vɚˈtɪkli,ヴァーティカリー,ヴァーティックリー,FAIL
sobel,sowˈbʌl,ソベル,ソーブル,FAIL
palmer,pɑˈmɚ,パーマー,パマー,FAIL
reproached,reproached,リプロウチト,レップロアcヘッド,FAIL
coveter,coveter,カビッター,cヴェテル,FAIL
ostracizing,ostracizing,オストゥラサイジング,ストゥラcイジング,FAIL
uni,juˈni,ユニ,ユニー,FAIL
speechifies,speechifies,スピーチファイズ,スペエcヒーフィーエス,FAIL
congenially,congenially,コンジニアリー,cンゲニーアルルユ,FAIL
graze,gɹejˈz,グレイズ,グレイズ,PASS
leukemic,leukemic,リュキイミク,レウケミc,FAIL
aldus,ɑˈldɪs,アルダス,アルディス,FAIL
mes,mes,メス,メス,PASS
grammy,gɹæˈmi,グラミー,グラミー,PASS
commingle,kʌmɪˈŋgʌl,コミングル,コミンググル,FAIL
emitted,ɪmɪˈtʌd,エミッティド,イミタッド,FAIL
so,sowˈ,ソ,ソー,FAIL
inote,inote,アイノート,イノテ,FAIL
criminalized,kɹɪˈmʌnʌlajˌzd,クリミナライズド,クリマナライズド,FAIL
reed,ɹiˈd,リード,リーッド,FAIL
patron,pejˈtɹʌn,ペイトゥロン,ペイトゥラン,FAIL
tubercular,tubercular,トゥーバキュラー,トゥベルcウラル,FAIL
appliances,ʌplajˈʌnsʌz,アプライアンシス,アップライアンサズ,FAIL
grandparents,gɹæˈndpɛˌɹʌnts,グランドゥペアレンツ,グランドゥペランツ,FAIL
zaire,zajɪˈɹ,ザイアー,ザイイル,FAIL
economized,economized,エコノマイズド,エcノミゼッド,FAIL
discussion,dɪskʌˈʃʌn,ディスカッション,ディスカション,FAIL
baptizes,baptizes,バプタイジーズ,バップティゼス,FAIL
amusia,amusia,エイミュージア,アムシア,FAIL
acidic,ʌsɪˈdɪk,アシディック,アシディック,PASS
adlib,adlib,アドゥリブ,アッドゥリーブ,FAIL
bits,bɪˈts,ビッツ,ビツ,FAIL
realized,ɹiˈʌlajˌzd,リアライズド,リーアライズド,FAIL
junko,junko,ジュンコ,ユンコ,FAIL
gruel,gɹuˈɪl,グルーアル,グルイル,FAIL
telegu,telegu,テルグー,テレグ,FAIL
bolshevism,bowˈlʃʌvɪˌzʌm,ボルシェヴィズム,ボールシャヴィザム,FAIL
magnanimous,mægnæˈnʌmʌs,マグナニマス,マグナナマス,FAIL
chord's,kɔˈɹd'ɛˈs,コードゥズ,コードゥ'エス,FAIL
merlin,mɚˈlɪn,マーリン,マーリン,PASS
situated,sɪˈʧuejˌtɪd,シチュエイティド,シチュエイティッド,FAIL
amputate,æˈmpjʌtejˌt,アンピューテイト,アンピャテイト,FAIL
moodiness,moodiness,ムーディネス,モッディネスス,FAIL
engineered,ɛˌnʤʌniˈɹd,エンジニアド,エンジョニーード,FAIL
milli,mɪˈli,ミリ,ミリー,FAIL
bloviating,bloviating,ブロウビエイティング,ブロヴィアッティング,FAIL
hubble,hʌˈbʌl,ハブル,ハブル,PASS
mansfield,mæˈnzfiˌld,マンスフィールド,マンズフィールド,FAIL
idealization,idealization,アイディアリゼイション,イデアリーザッティーン,FAIL
atheistical,atheistical,エイシイスティカル,アットゥヘイスティーcアル,FAIL
mumbled,mʌˈmbʌld,マンブルド,マンブルド,PASS
demented,dɪmɛˈntɪd,ディメンティド,ディメンティッド,FAIL
silicate,sɪˈlʌkʌt,シリケット,シラカット,FAIL
rectifies,ɹɛˈktʌfajˌz,レクティファイズ,リクタファイズ,FAIL
hedge,hɛˈʤ,ヘッジ,ヘッジュ,FAIL
bodybuilding,bodybuilding,ボディービルディング,ボッドゥユブイルディング,FAIL
intimidated,ɪntɪˈmɪdejˌtɪd,インティミデイティド,インティミデイティッド,FAIL
bequeathed,bʌkwiˈθt,ビクイースト,バックウィースト,FAIL
abortional,abortional,アボーショナル,アボルティナル,FAIL
resuscitate,ɹɪsʌˈsɪtejˌt,リサシテイト,リサシテイト,PASS
cliplead,cliplead,クリップリード,cリーップレアッド,FAIL
cyanate,cyanate,サイアネイト,cヤナテ,FAIL
monopolistically,monopolistically,モノポリスティカリー,モノポリースティーcアルルユ,FAIL
hurries,hɚˈiz,ハリース,ハーイズ,FAIL
destroyer,dɪstɹɔjˈɚ,ディストゥロイアー,ディストゥロヤー,FAIL
zocor,zowˈkɚ,ゾコー,ゾーカー,FAIL
mobidem,mobidem,モビデム,モビデム,PASS
netscape,nɛˈtskejˌp,ネットゥスケイプ,ネツケイプ,FAIL
punishable,pʌˈnɪʃʌbʌl,パニッシャブル,パニシャブル,FAIL
guilty,gɪˈlti,ギルティー,ギルティー,PASS
cpro,cpro,シープロ,cプロ,FAIL
commensurate,kʌmɛˈnsɚʌt,コメンシュレイト,コメンサーアット,FAIL
bronzes,bɹɑˈnzʌz,ブロンジズ,ブロンザズ,FAIL
mated,mejˈtɪd,メイティド,メイティッド,FAIL
forbore,forbore,フォーボーア,フォルボレ,FAIL
glitchy,glitchy,グリッチイ,グリーットゥcフユ,FAIL
glides,glajˈdz,グライズ,グライズ,PASS
betamax,bejˈtʌmæks,ベータマックス,ベイタマクス,FAIL
providential,pɹɑˌvʌdɛˈnʧʌl,プロヴィデンシャル,プロヴァデンチャル,FAIL
empathic,empathic,エンパシク,エンパットゥヒc,FAIL
fishes,fɪˈʃʌz,フィッシズ,フィシャズ,FAIL
adore,ʌdɔˈɹ,アドアー,アドー,FAIL
rheumatology,ɹuˌmʌtɑˈlʌʤi,リューマトロジー,ルマトラッジー,FAIL
branegan,branegan,ブランガン,ブラネガン,FAIL
suny,suˈniˌ,スーニー,スニー,FAIL
nizoral,nizoral,ナイゾラル,ニゾラル,FAIL
elevating,ɛˈlʌvejˌtɪŋ,エレベイティング,エラヴェイティング,FAIL
bombing,bɑˈmɪŋ,ボウミング,ボミング,FAIL
cellulose,sɛˈljʌlowˌs,セリュロース,セルヤロース,FAIL
claiming,klejˈmɪŋ,クレイミング,クレイミング,PASS
lozenge,lɔˈzʌnʤ,ロザンジ,ロザンジュ,FAIL
strategist,stɹæˈtɪʤɪst,ストゥラテジスト,ストゥラティジスト,FAIL
plummeted,plʌˈmʌtɪd,プラマティド,プラマティッド,FAIL
bilge,bilge,ビルジ,ビルゲ,FAIL
mifes,mifes,マイフェス,ミフェス,FAIL
preferable,pɹɛˈfɚʌbʌl,プレファラブル,プレファーアブル,FAIL
rating,ɹejˈtɪŋ,レイティング,レイティング,PASS
scoring,skɔˈɹɪŋ,スコアリング,スコリング,FAIL
virginal,vɚˈʤʌnʌl,ヴァージナル,ヴァージョナル,FAIL
tromping,tromping,トゥロンピング,トゥロンピング,PASS
pettifogger,pettifogger,ペティフォガー,ペットゥティフォグゲル,FAIL
filibuster,fɪˈlʌbʌˌstɚ,フィリバスター,フィラバスター,FAIL
coherency,coherency,コヒアランシイ,cヘレンcユ,FAIL
tare,tare,テア,タレ,FAIL
fungous,fungous,ファンガス,フンゴウス,FAIL
hiss,hɪˈs,ヒス,ヒス,PASS
channelled,channelled,チャネルド,cハンネルレッド,FAIL
critique,kɹʌtiˈk,クリティーク,クラッティック,FAIL
recidivism,ɹʌsɪˈdɪvɪˌzʌm,リシディビズム,リシディヴィザム,FAIL
anamorphic,anamorphic,アナモーフィック,アナモルプヒc,FAIL
atrophic,atrophic,アトゥロフィック,アットゥロップヒc,FAIL
insociant,insociant,インソウシアント,インソcイアント,FAIL
exce,exce,イクセ,エxcエ,FAIL
imaginatably,imaginatably,イマジネイタブリー,イマギーナタブルユ,FAIL
phen,fɛˈn,フィーン,フェン,FAIL
scooter,skuˈtɚ,スクーター,スクッター,FAIL
brindle,bɹɪˈndʌl,ブリンドゥル,ブリンダル,FAIL
bandolier,bæˌndʌlɪˈɹ,バンドリアー,バンダリー,FAIL
wreaking,ɹiˈkɪŋ,リーキング,リーキング,PASS
aardvark,ɑˈɹdvɑˌɹk,アードバーク,アルドゥヴァーク,FAIL
spiritualising,spiritualising,スピリチュアライジング,スピリトゥアリーシング,FAIL
harangued,hɚæˈŋd,ハラングド,ハーアングド,FAIL
professed,pɹʌfɛˈst,プロフェスト,プラフェスト,FAIL
resolve,ɹizɑˈlv,リゾルブ,リゾルヴ,FAIL
attendants,ʌtɛˈndʌnts,アテンダンツ,アテンダンツ,PASS
effuse,effuse,イフィゥズ,エフフセ,FAIL
forested,fɔˈɹʌstʌd,フォレスティド,フォラスタッド,FAIL
trauma,tɹɔˈmʌ,トゥローマ,トゥロマ,FAIL
defrauding,dɪfɹɔˈdɪŋ,ディフローディング,ディフロディング,FAIL
perfect,pɚfɛˈkt,パーフェクト,パーフェクト,PASS
sleights,sleights,スライツ,スレイグフツ,FAIL
fuel,fjuˈʌl,フィゥーエル,フユアル,FAIL
sheepish,ʃiˈpɪʃ,シーピッシュ,シーピッシュ,PASS
forest,fɔˈɹʌst,フォーレスト,フォラスト,FAIL
blocked,blɑˈkt,ブロックド,ブロクト,FAIL
doomsday,duˈmzdejˌ,ドゥームズデイ,ドゥムズデイ,FAIL
defeated,dɪfiˈtʌd,ディフィーティド,ディフィータッド,FAIL
conley,kɑˈnli,コンリイ,コンリー,FAIL
megaphones,mɛˈgʌfowˌnz,メガホンズ,メガフォーンズ,FAIL
glaxo,glæˈksow,グラクソ,グラクソー,FAIL
cobbler,kɑˈblɚ,コブラー,コブラー,PASS
amytal,amytal,アミタール,アムユタル,FAIL
entertainer,ɛˌntɚtejˈnɚ,エンタテイナー,エンターテイナー,FAIL
hallucis,hallucis,ハルーシス,ハルルcイス,FAIL
destructive,dɪstɹʌˈktɪv,ディストゥラクティブ,ディストゥラクティヴ,FAIL
gerry,ʤɛˈɹi,ゲリイ,ジェリー,FAIL
rustication,rustication,ラスティケイション,ルスティcアッティン,FAIL
accomplishes,ʌkɑˈmplɪʃɪz,アコンプリッシイズ,アコンプリシズ,FAIL
filth,fɪˈlθ,フィルス,フィルス,PASS
gastroenterologi,gastroenterologi,ガストゥロエンテロロジスツ,ガストゥロエンテロロギー,FAIL
paradisaical,paradisaical,パラディセイイカル,パラッディサイcアル,FAIL
perry,pɛˈɹi,ペリー,ペリー,PASS
carring,carring,キャリング,cアルリング,FAIL
obligated,ɑˈblʌgejˌtɪd,オブリゲイティド,アブラゲイティッド,FAIL
easy,iˈzi,イージイ,イジー,FAIL
fairest,fɛˈɹɪst,フェアレスト,フェリスト,FAIL
chemically,kɛˈmʌkli,ケミカリー,ケマックリー,FAIL
pippi,pippi,ピッピ,ピップピー,FAIL
odisa,odisa,オディッサ,ッディサ,FAIL
gnus,gnus,グヌーズ,グヌス,FAIL
syndesmosis,syndesmosis,シンデズモウシス,スユンデスモシス,FAIL
antarctica,æˌntɑˈɹktɪkʌ,アンタークティカ,アンタークティカ,PASS
nicer,najˈsɚ,ナイサー,ナイサー,PASS
plutarch,plutarch,プルターク,プルタルcフ,FAIL
one,wʌˈn,ワン,ワン,PASS
lounges,lawˈnʤɪz,ラウンジズ,ラーンジズ,FAIL
mcevoy,mæˈkʌvɔjˌ,マケボイ,マカヴォユ,FAIL
dips,dɪˈps,ディップス,ディップス,PASS
swearer,swearer,スェアラー,スウェアレル,FAIL
septupled,septupled,セプチュプルド,セップトゥップレッド,FAIL
scantling,scantling,スキャントゥリング,スcアントゥリーング,FAIL
ponfiticate,ponfiticate,ポンフィティケト,ポンフィッティcアテ,FAIL
institution,ɪˌnstɪtuˈʃʌn,インスティチューション,インスティトゥション,FAIL
australasian,australasian,オーストゥラレイジャン,アウストゥララシアン,FAIL
saturates,saturates,サチュレイツ,サトゥラテス,FAIL
arbitrate,ɑˈɹbʌtɹejˌt,アービトゥレイト,アルバットゥレイト,FAIL
proudy,proudy,プラウディー,プロウッドゥユ,FAIL
thermic,thermic,サーミック,トゥヘルミc,FAIL
hinterland,hɪˈntɚlæˌnd,ヒンターランド,ヒンターランド,PASS
humanized,hjuˈmʌnajˌzd,ヒューマナイズド,ヒュマナイズド,FAIL
madder,mæˈdɚ,マダー,マッダー,FAIL
diffs,diffs,ディフズ,ディフフス,FAIL
following,fɑˈlowɪŋ,フォローイング,フォローイング,PASS
highbrows,hajˈbɹawˌz,ハイブラウス,ハイブラーズ,FAIL
threshold,θɹɛˈʃowˌld,スレショウルド,スレショールド,FAIL
quadruplicating,quadruplicating,クワドゥループリケイティング,qウアッドゥルップリーcアッティング,FAIL
heft,hɛˈft,ヘフト,ヘフト,PASS
infantilizing,infantilizing,インファンティライジング,インファンティリージング,FAIL
corrigible,kɔˈɹʌʤʌbʌl,コリジブル,コラジャブル,FAIL
attorney,ʌtɚˈni,アトーニー,アッターニー,FAIL
wadia,wadia,ワディア,ワッディア,FAIL
critics,kɹɪˈtɪks,クリティクス,クリティクス,PASS
internationalization,ɪˌntɚnæˌʃʌnʌlɪzejˈʃʌn,インターナショナリゼイション,インターナショナリゼイション,PASS
fgalst,fgalst,エフギャルエスティー,フガルスト,FAIL
wounds,wuˈndz,ウーンズ,ウンズ,FAIL
lary,lɛˈɹi,ラリー,レリー,FAIL
motgage,motgage,モートゥゲイジ,モットゥガゲ,FAIL
inequities,ɪnɛˈkwʌtiz,イネクイティイズ,イネックワッティーズ,FAIL
hemispheric,hɛˌmʌsfɪˈɹɪk,ヘミスフェリク,ヘマスフィリック,FAIL
disharmony,dɪshɑˈɹmʌni,ディスハーモニー,ディスホーマニー,FAIL
abroad,ʌbɹɔˈd,アブロウド,アブロッド,FAIL
advertize,advertize,アドゥヴァアタイズ,アッドゥヴェルティゼ,FAIL
deviate,diˈviejˌt,ディヴィエイト,ディヴィエイト,PASS
compliant,kʌmplajˈʌnt,コンプライアント,コンプライアント,PASS
prisoner,pɹɪˈzʌnɚ,プリズナー,プリザナー,FAIL
extend,ɪkstɛˈnd,エクステンド,エクステンド,PASS
procrastinative,procrastinative,プロクラスティネイティブ,プロcラスティナッティヴェ,FAIL
oligarch,owˈlɪgɑˌɹk,オリガーク,オーーリゴーク,FAIL
grantees,grantees,グランティース,グランテエス,FAIL
facilitated,fʌsɪˈlʌtejˌtɪd,ファシリテイティド,ファシラテイティッド,FAIL
venturing,vɛˈnʧɚɪŋ,ベンチュアリング,ヴェンチャーイング,FAIL
infiltrated,ɪnfɪˈltɹejˌtɪd,インフィルトゥレイティド,インフィルトゥレイティッド,FAIL
lotta,lɑˈtʌ,ロッタ,ロタ,FAIL
bleaching,bliˈʧɪŋ,ブリーチング,ブリーチング,PASS
belli,bɛˈli,ベライ,ベリー,FAIL
hyperemia,hyperemia,ハイパリーミア,フユペレミア,FAIL
alteplase,alteplase,アルテプレイス,アルテップラセ,FAIL
rodomontade,rodomontade,ロドモンテイド,ロドモンタデ,FAIL
fluvastatin,fluvastatin,フルバスタチン,フルヴァスタッティン,FAIL
signior,signior,シニョール,シグニル,FAIL
chronicler,kɹɑˈnɪklɚ,クロニクラー,クロニックラー,FAIL
division,dɪvɪˈʒʌn,ディビジョン,ディヴィジョン,FAIL
vexed,vɛˈkst,ベックスト,ヴェクスト,FAIL
impunity,ɪmpjuˈnɪti,インピュニティー,インピュニッティー,FAIL
contacting,kɑˈntæˌktɪŋ,コンタクティング,コンタクティング,PASS
dazaifu,dazaifu,ダザイフ,ダザイフ,PASS
booming,buˈmɪŋ,ブーミング,ブミング,FAIL
veto,viˈtow,ビートウ,ヴィトー,FAIL
supplementing,sʌˈplʌmʌntɪŋ,サプリメンティング,サップラマンティング,FAIL
cane,kejˈn,ケイン,ケイン,PASS
gym,ʤɪˈm,ジム,ジム,PASS
seychelles,sejˈʃɛlz,セイシェルズ,セイシェルズ,PASS
fowards,fowards,フォワーズ,フォーアルドゥス,FAIL
rendition,ɹɛndɪˈʃʌn,レンディション,リンディション,FAIL
trappist,tɹæˈpɪst,トゥラピスト,トゥラピスト,PASS
pannikin,pannikin,パニキン,パンニッキン,FAIL
intimidation,ɪntɪˌmɪdejˈʃʌn,インティミデイション,インティミデイション,PASS
mandibular,mandibular,マンデビュラー,マンディブラル,FAIL
pudge,pudge,パッジ,プッドゥゲ,FAIL
furthering,fɚˈðɚɪŋ,ファーザーリング,ファーザーイング,FAIL
manicured,mæˈnɪkjɚd,マニキュアード,マニキャード,FAIL
loneliness,lowˈnlinʌs,ロウンリネス,ローンリーナス,FAIL
intimidates,ɪntɪˈmɪdejˌts,インティミデイツ,インティミデイツ,PASS
o'clock,owˈ'klɑˈk,オクロック,オーー'クロック,FAIL
healthwire,healthwire,ヘルスワイヤ,ヘアルトゥフウィーレ,FAIL
peeking,piˈkɪŋ,ピーキング,ピーキング,PASS
suspected,sʌspɛˈktʌd,サスペクティド,サスペクタッド,FAIL
flexible,flɛˈksʌbʌl,フレクシブル,フレクサブル,FAIL
wafting,wɑˈftɪŋ,ワフティング,ワフティング,PASS
abled,ejˈbʌld,エイブルド,エイブルド,PASS
discarded,dɪskɑˈɹdɪd,ディスカーディド,ディスカーディッド,FAIL
trance,tɹæˈns,トゥランス,トゥランス,PASS
laxative,læˈksʌtɪv,ラクサティブ,ラクサティヴ,FAIL
premise,pɹɛˈmɪs,プレミス,プレミス,PASS
burbled,bɚˈbʌld,バーブルド,バーブルド,PASS
tendering,tɛˈndɚɪŋ,テンダリング,テンダーイング,FAIL
bukit,bukit,ブキト,ブッキット,FAIL
ugh,ʌˈg,ウー,アグ,FAIL
vdexup,vdexup,ブイデーイーエックスアップ,ヴデxウップ,FAIL
perrault,pɛˈɹɔlt,ペロー,ペロルト,FAIL
rat,ɹæˈt,ラット,ラット,PASS
vtachg,vtachg,ブイティーエイチェンジ,ヴタcフグ,FAIL
cide,cide,サイド,cイデ,FAIL
savageries,savageries,サヴィジリーズ,サヴァゲリーエス,FAIL
pitiful,pɪˈtʌfʌl,ピティフル,ピタファル,FAIL
simson,sɪˈmsʌn,シムソン,シムサン,FAIL
fir,fɚˈ,ファアー,ファー,FAIL
blantancy,blantancy,ブレイタンシイ,ブランタンcユ,FAIL
soiled,sɔjˈld,ソイルド,ソユルド,FAIL
deadened,deadened,デドゥンド,デアデネッド,FAIL
progressed,pɹʌgɹɛˈst,プログレスト,プラグレスト,FAIL
forbidden,fɔˈɹbɪdʌn,フォビドゥン,フォービドゥン,FAIL
assents,assents,アセンツ,アスセンツ,FAIL
pasadena,pæˌsʌdiˈnɚ,パサデナ,パサッディナー,FAIL
jiggle,ʤɪˈgʌl,ジグル,ジグル,PASS
rilke,rilke,リルケ,リルケ,PASS
committeemen,committeemen,コミティーメン,cムミーットゥテエメン,FAIL
comical,kɑˈmɪkʌl,コミカル,コミクル,FAIL
aboveground,aboveground,アバヴグラウンド,アボヴェグロウンド,FAIL
anamnestic,anamnestic,アナムネスティク,アナムネスティc,FAIL
softened,sɔˈfʌnd,ソフンド,ソファンド,FAIL
roopy,roopy,ルーピイ,ロップユ,FAIL
microbism,microbism,マイクロウビズム,ミcロビスム,FAIL
crawfish,kɹɔˈfɪˌʃ,クローフィッシュ,クロフィッシュ,FAIL
vigilant,vɪˈʤʌlʌnt,ヴィジラント,ヴィジャラント,FAIL
methodologies,mɛˌθowdɑˈlʌʤiz,メソドロジーズ,メソードラッジーズ,FAIL
criticises,criticises,クリティサイジズ,cリッティcイセス,FAIL
bequeath,bɪkwiˈθ,ビクウィース,ビックウィース,FAIL
irredmediable,irredmediable,イレミーディアブル,イルレッドゥメッディアブレ,FAIL
imperialist,ɪmpɪˈɹiʌlɪst,インペリアリスト,インピリアリスト,FAIL
annihilates,annihilates,アナイアレイツ,アンニヒラテス,FAIL
raving,ɹejˈvɪŋ,レイヴィング,レイヴィング,PASS
tabor,tejˈbɚ,テイバー,テイバー,PASS
consummative,consummative,コンサメイティブ,cンスムマッティヴェ,FAIL
babbles,babbles,バブルズ,バブブレス,FAIL
cheekbone,ʧiˈkbowˌn,チークボーン,チーックボーン,FAIL
phonal,phonal,フォーナル,プホナル,FAIL
sscience,sscience,エスサイエンス,ススcイエンcエ,FAIL
atheistically,atheistically,エイシイスティカリー,アットゥヘイスティーcアルルユ,FAIL
monde,mɑˈnd,モンド,モンド,PASS
batfile,batfile,バッチファイル,バットゥフィレ,FAIL
conciliator,kʌnsɪˈliejˌtɚ,コンシリエイター,コンシリーエイター,FAIL
slides,slajˈdz,スライズ,スライズ,PASS
dank,dæˈŋk,ダンク,ダンク,PASS
typeii,typeii,タイプトゥー,トゥユペイイ,FAIL
leisurely,liˈzɚli,リージャリイ,リーザーリー,FAIL
doffs,dɔˈfs,ドフス,ドフス,PASS
gypsies,ʤɪˈpsiz,ジプシイズ,ジップシーズ,FAIL
botie,botie,ボシー,ボッティーエ,FAIL
jcsat,jcsat,ジェイシーサット,ユcサット,FAIL
temptating,temptating,テンプテイティング,テンプタッティング,FAIL
enoble,enoble,イノーブル,エノブレ,FAIL
byline,bajˈlajˌn,バイライン,バイライン,PASS
liquefied,lɪˈkwʌfajˌd,リクウィファイド,リックワファイド,FAIL
whenever,wɛnɛˈvɚ,ウェネヴァー,ウェネヴァー,PASS
hegemonist,hegemonist,ヘゲモニスト,ヘゲモニスト,PASS
experimented,ɪkspɛˈɹʌmʌntʌd,エクスペリメンティド,エクスペラマンタッド,FAIL
spluttered,spluttered,スプラタード,スプルットゥテレッド,FAIL
grievance,gɹiˈvʌns,グリーヴァンス,グリーヴァンス,PASS
kashmiri,kæʃmiˈɹi,カシュミリ,キャッシュミリー,FAIL
cataract,kæˈtɚækt,キャタラクト,キャッターアクト,FAIL
freezer,fɹiˈzɚ,フリーザー,フリーザー,PASS
apricot's,ejˈpɹʌkɑˌt'ɛˈs,アプリコットゥズ,エイプラコットゥ'エス,FAIL
satisfies,sæˈtɪsfajˌz,サティスファイズ,サティスファイズ,PASS
graphs,gɹæˈfs,グラフス,グラフス,PASS
resistants,resistants,レジスタンツ,レシスタンツ,FAIL
aeroplane,aeroplane,エアロプレイン,アエロップラネ,FAIL
earth,ɚˈθ,アース,アーース,FAIL
