Word,IPA,Expected,Actual,Result
penetrating,pɛˈnʌtɹejˌtɪŋ,ペネトゥレイティング,ペナットレイティング,FAIL
transmittal,tɹænsmɪˈtʌl,トゥランスミタル,トランスミッタル,FAIL
striated,striated,ストゥライエイティド,ストリアッテッド,FAIL
caustic,kɑˈstɪk,コースティック,カスティック,FAIL
observable,ʌbzɚˈvʌbʌl,オブザーバブル,アブザーヴァバル,FAIL
tuft,tʌˈft,タフト,タフト,PASS
yarning,yarning,ヤーニング,ヤニング,FAIL
lurid,lʊˈɹʌd,ルアリド,ルラッド,FAIL
short,ʃɔˈɹt,ショート,ショート,PASS
carwash,carwash,カーウォッシュ,アワスフ,FAIL
pajamas,pʌʤɑˈmʌz,パジャマズ,パッジャマズ,FAIL
royalty,ɹɔjˈʌlti,ロイヤルティー,ロヤルティー,FAIL
acquit,ʌkwɪˈt,アクイット,アックウィット,FAIL
glistle,glistle,グリスル,グリストレ,FAIL
deponent,deponent,ディポーネント,デッポネント,FAIL
archery,ɑˈɹʧɚi,アーチェリー,アルチャーイ,FAIL
haemorheological,haemorheological,ヘモレィオゥロジカル,ハエモヘoロギアル,FAIL
declining,dɪklajˈnɪŋ,ディクライニング,ディックライニング,FAIL
wilting,wɪˈltɪŋ,ウィルティング,ウィルティング,PASS
tagged,tæˈgd,タグド,タグド,PASS
axiomatic,æˌksiʌmæˈtɪk,アクシオマティク,アックシアマッティック,FAIL
schmoozer,schmoozer,シュムーザー,スフモoゼ,FAIL
dexterous,dexterous,デクスタラス,デテロウス,FAIL
uro,uro,ユーロ,ウロ,FAIL
jew,ʤuˈ,ジュー,ジュ,FAIL
cotta,kɑˈtʌ,コッタ,コッタ,PASS
denudes,denudes,デヌーヅ,デヌッデス,FAIL
scimitar,scimitar,シミター,スイミッタ,FAIL
guitarist,gɪˌtɑˈɹɪst,ギターリスト,ギッタリスト,FAIL
silberman,sɪˈlbɚmʌn,シルバーマン,シルバーマン,PASS
twine,twajˈn,トゥワイン,トワイン,FAIL
miniature,mɪˈniʌʧʊˌɹ,ミニチュア,ミニアッチュー,FAIL
jumpsrchy,jumpsrchy,ジャンプサーチワイ,ユンプスフイ,FAIL
ulterior,ʌltɪˈɹiɚ,アルティーリア,アルティリアー,FAIL
kneel,niˈl,ニール,ニル,FAIL
punkish,punkish,パンキシュ,プンキスフ,FAIL
become,bɪkʌˈm,ビカム,ビッカム,FAIL
perched,pɚˈʧt,パーチト,パーチト,PASS
blousy,blousy,ブラウジイ,ブロウスイ,FAIL
squattiness,squattiness,スクワッティネス,スウアットティネスス,FAIL
lambast,lambast,ランベイスト,ランバスト,FAIL
decriminalize,dikɹɪˌmʌnʌlajˈz,ディクリミナライズ,ディックリマナライズ,FAIL
hunted,hʌˈntʌd,ハンティド,ハンタッド,FAIL
circularity,circularity,サーキュラリティー,イウラリットイ,FAIL
abiding,ʌbajˈdɪŋ,アバイディング,アバイディング,PASS
sanskrit,sæˈnskɹɪt,サンスクリット,サンスクリット,PASS
platitude,plæˈtɪtuˌd,プラティテュード,プラッティットゥッド,FAIL
rotunda,ɹowtʌˈndʌ,ロタンダ,ロータンダ,FAIL
reservate,reservate,リザヴェイト,レセヴァッテ,FAIL
home,howˈm,ホウム,ホーム,FAIL
viol,viol,ヴァイオル,ヴィoル,FAIL
reporter,ɹɪpɔˈɹtɚ,リポーター,リッポーター,FAIL
admit,ʌdmɪˈt,アドゥミット,アッドミット,FAIL
macbeth,mʌkbɛˈθ,マクベス,マックベス,FAIL
hone,howˈn,ホウン,ホーン,FAIL
blair,blɛˈɹ,ブレア,ブレー,FAIL
adventists,æˈdvɛˌntɪsts,アドゥベンティスツ,アッドヴェンティスツ,FAIL
perjury,pɚˈʤɚi,パージュリー,パージャーイ,FAIL
ornithine,ornithine,オルニチン,oニットヒネ,FAIL
rusticate,rusticate,ラスティケイト,ルスティアッテ,FAIL
ascension,ʌsɛˈnʃʌn,アセンション,アセンシャン,FAIL
spellacy,spɛˈlʌsi,スペラシイ,スペラシー,FAIL
insulating,ɪˈnsʌlejˌtɪŋ,インスレィティング,インサレイティング,FAIL
understand,ʌˌndɚstæˈnd,アンダスタンド,アンダースタンド,FAIL
fledgling,flɛˈʤlɪŋ,フレッジリング,フレッジリング,PASS
preternaturally,preternaturally,プリータナチュラリー,プレッテナットゥラルルイ,FAIL
rasher,rasher,ラッシャー,ラスヘ,FAIL
fraulein,fraulein,フローライン,フラウレイン,FAIL
leach,liˈʧ,リーチ,リッチ,FAIL
mistalken,mistalken,ミストークン,ミスタルケン,FAIL
pottery,pɑˈtɚi,ポタリー,ポッターイ,FAIL
pressure,pɹɛˈʃɚ,プレッシャー,プレッシャー,PASS
visited,vɪˈzʌtʌd,ヴィジティッド,ヴィザッタッド,FAIL
bplay,bplay,ビープレイ,ブプライ,FAIL
recondite,ɹɛˈkʌndajˌt,レコンダイト,レッカンダイト,FAIL
imminence,ɪˈmʌnʌns,イミネンス,イマナンス,FAIL
malleability,mæˌliʌbɪˈlʌti,マリアビリティー,マリアビラッティー,FAIL
nutrient,nuˈtɹiʌnt,ニュートゥリエント,ヌットリアント,FAIL
tempe,tɛˈmpi,ティーンプ,テンピー,FAIL
numbed,nʌˈmd,ナムド,ナムド,PASS
latino,lɑtiˈnow,ラティイノ,ロッティノー,FAIL
capacities,kʌpæˈsʌtiz,キャパシティーズ,カッパサッティズ,FAIL
enclosure,ɛnklowˈʒɚ,エンクロウジャー,エンクロージャー,FAIL
imaginatability,imaginatability,イマジネイタビリティー,イマギナッタビリットイ,FAIL
believability,bʌliˌvʌbɪˈlɪti,ビリーバビリティイ,バリヴァビリッティー,FAIL
dissolute,dissolute,ディソリュート,ディスソルッテ,FAIL
macroscope,macroscope,マクロスコウプ,マロスoッペ,FAIL
vertically,vɚˈtɪkli,ヴァーティカリー,ヴァーティックリー,FAIL
sobel,sowˈbʌl,ソベル,ソーバル,FAIL
palmer,pɑˈmɚ,パーマー,パマー,FAIL
reproached,reproached,リプロウチト,レップロアヘッド,FAIL
coveter,coveter,カビッター,oヴェッテ,FAIL
ostracizing,ostracizing,オストゥラサイジング,oストライジング,FAIL
uni,juˈni,ユニ,ユニー,FAIL
speechifies,speechifies,スピーチファイズ,スペエヒフィエス,FAIL
congenially,congenially,コンジニアリー,oンゲニアルルイ,FAIL
graze,gɹejˈz,グレイズ,グレイズ,PASS
leukemic,leukemic,リュキイミク,レウッケミ,FAIL
aldus,ɑˈldɪs,アルダス,アルディス,FAIL
mes,mes,メス,メス,PASS
grammy,gɹæˈmi,グラミー,グラミー,PASS
commingle,kʌmɪˈŋgʌl,コミングル,コミングガル,FAIL
emitted,ɪmɪˈtʌd,エミッティド,イミッタッド,FAIL
so,sowˈ,ソ,ソー,FAIL
inote,inote,アイノート,イノッテ,FAIL
criminalized,kɹɪˈmʌnʌlajˌzd,クリミナライズド,クリマナライズド,FAIL
reed,ɹiˈd,リード,リッド,FAIL
patron,pejˈtɹʌn,ペイトゥロン,ペイトラン,FAIL
tubercular,tubercular,トゥーバキュラー,トゥベウラ,FAIL
appliances,ʌplajˈʌnsʌz,アプライアンシス,アップライアンサズ,FAIL
grandparents,gɹæˈndpɛˌɹʌnts,グランドゥペアレンツ,グランドペランツ,FAIL
zaire,zajɪˈɹ,ザイアー,ザイイル,FAIL
economized,economized,エコノマイズド,エoノミゼッド,FAIL
discussion,dɪskʌˈʃʌn,ディスカッション,ディスカッシャン,FAIL
baptizes,baptizes,バプタイジーズ,バップティゼス,FAIL
amusia,amusia,エイミュージア,アムシア,FAIL
acidic,ʌsɪˈdɪk,アシディック,アシッディック,FAIL
adlib,adlib,アドゥリブ,アッドリブ,FAIL
bits,bɪˈts,ビッツ,ビツ,FAIL
realized,ɹiˈʌlajˌzd,リアライズド,リアライズド,PASS
junko,junko,ジュンコ,ユンコ,FAIL
gruel,gɹuˈɪl,グルーアル,グルイル,FAIL
telegu,telegu,テルグー,テレグ,FAIL
bolshevism,bowˈlʃʌvɪˌzʌm,ボルシェヴィズム,ボールシャヴィザム,FAIL
magnanimous,mægnæˈnʌmʌs,マグナニマス,マグナナマス,FAIL
chord's,kɔˈɹd'ɛˈs,コードゥズ,コードエス,FAIL
merlin,mɚˈlɪn,マーリン,マーリン,PASS
situated,sɪˈʧuejˌtɪd,シチュエイティド,シッチュエイティッド,FAIL
amputate,æˈmpjʌtejˌt,アンピューテイト,アンピャッテイト,FAIL
moodiness,moodiness,ムーディネス,モoッディネスス,FAIL
engineered,ɛˌnʤʌniˈɹd,エンジニアド,エンジャニード,FAIL
milli,mɪˈli,ミリ,ミリー,FAIL
bloviating,bloviating,ブロウビエイティング,ブロヴィアッティング,FAIL
hubble,hʌˈbʌl,ハブル,ハバル,FAIL
mansfield,mæˈnzfiˌld,マンスフィールド,マンズフィルド,FAIL
idealization,idealization,アイディアリゼイション,イッデアリザッティoン,FAIL
atheistical,atheistical,エイシイスティカル,アットヘイスティアル,FAIL
mumbled,mʌˈmbʌld,マンブルド,マンバルド,FAIL
demented,dɪmɛˈntɪd,ディメンティド,ディメンティッド,FAIL
silicate,sɪˈlʌkʌt,シリケット,シラッカット,FAIL
rectifies,ɹɛˈktʌfajˌz,レクティファイズ,レックタファイズ,FAIL
hedge,hɛˈʤ,ヘッジ,ヘッジ,PASS
bodybuilding,bodybuilding,ボディービルディング,ボッドイブイルディング,FAIL
intimidated,ɪntɪˈmɪdejˌtɪd,インティミデイティド,インティミッデイティッド,FAIL
bequeathed,bʌkwiˈθt,ビクイースト,バックウィスト,FAIL
abortional,abortional,アボーショナル,アボティoナル,FAIL
resuscitate,ɹɪsʌˈsɪtejˌt,リサシテイト,リサシッテイト,FAIL
cliplead,cliplead,クリップリード,リップレアッド,FAIL
cyanate,cyanate,サイアネイト,ヤナッテ,FAIL
monopolistically,monopolistically,モノポリスティカリー,モノッポリスティアルルイ,FAIL
hurries,hɚˈiz,ハリース,ハーイズ,FAIL
destroyer,dɪstɹɔjˈɚ,ディストゥロイアー,ディストロヤー,FAIL
zocor,zowˈkɚ,ゾコー,ゾーカー,FAIL
mobidem,mobidem,モビデム,モビッデム,FAIL
netscape,nɛˈtskejˌp,ネットゥスケイプ,ネツケイプ,FAIL
punishable,pʌˈnɪʃʌbʌl,パニッシャブル,パニッシャバル,FAIL
guilty,gɪˈlti,ギルティー,ギルティー,PASS
cpro,cpro,シープロ,プロ,FAIL
commensurate,kʌmɛˈnsɚʌt,コメンシュレイト,コメンサーアット,FAIL
bronzes,bɹɑˈnzʌz,ブロンジズ,ブロンザズ,FAIL
mated,mejˈtɪd,メイティド,メイティッド,FAIL
forbore,forbore,フォーボーア,フォボレ,FAIL
glitchy,glitchy,グリッチイ,グリットフイ,FAIL
glides,glajˈdz,グライズ,グライズ,PASS
betamax,bejˈtʌmæks,ベータマックス,ベイタマックス,FAIL
providential,pɹɑˌvʌdɛˈnʧʌl,プロヴィデンシャル,プロヴァッデンチャル,FAIL
empathic,empathic,エンパシク,エンパットヒ,FAIL
fishes,fɪˈʃʌz,フィッシズ,フィッシャズ,FAIL
adore,ʌdɔˈɹ,アドアー,アッドー,FAIL
rheumatology,ɹuˌmʌtɑˈlʌʤi,リューマトロジー,ルマットラッジー,FAIL
branegan,branegan,ブランガン,ブラネガン,FAIL
suny,suˈniˌ,スーニー,スニー,FAIL
nizoral,nizoral,ナイゾラル,ニゾラル,FAIL
elevating,ɛˈlʌvejˌtɪŋ,エレベイティング,エラヴェイティング,FAIL
bombing,bɑˈmɪŋ,ボウミング,ボミング,FAIL
cellulose,sɛˈljʌlowˌs,セリュロース,セルヤロース,FAIL
claiming,klejˈmɪŋ,クレイミング,クレイミング,PASS
lozenge,lɔˈzʌnʤ,ロザンジ,ロザンジ,PASS
strategist,stɹæˈtɪʤɪst,ストゥラテジスト,ストラッティッジスト,FAIL
plummeted,plʌˈmʌtɪd,プラマティド,プラマッティッド,FAIL
bilge,bilge,ビルジ,ビルゲ,FAIL
mifes,mifes,マイフェス,ミフェス,FAIL
preferable,pɹɛˈfɚʌbʌl,プレファラブル,プレファーアバル,FAIL
rating,ɹejˈtɪŋ,レイティング,レイティング,PASS
scoring,skɔˈɹɪŋ,スコアリング,スコリング,FAIL
virginal,vɚˈʤʌnʌl,ヴァージナル,ヴァージャナル,FAIL
tromping,tromping,トゥロンピング,トロンピング,FAIL
pettifogger,pettifogger,ペティフォガー,ペットティフォグゲ,FAIL
filibuster,fɪˈlʌbʌˌstɚ,フィリバスター,フィラバスター,FAIL
coherency,coherency,コヒアランシイ,oヘレンイ,FAIL
tare,tare,テア,タレ,FAIL
fungous,fungous,ファンガス,フンゴウス,FAIL
hiss,hɪˈs,ヒス,ヒス,PASS
channelled,channelled,チャネルド,ハンネルレッド,FAIL
critique,kɹʌtiˈk,クリティーク,クラッティック,FAIL
recidivism,ɹʌsɪˈdɪvɪˌzʌm,リシディビズム,ラシッディヴィザム,FAIL
anamorphic,anamorphic,アナモーフィック,アナモプヒ,FAIL
atrophic,atrophic,アトゥロフィック,アットロップヒ,FAIL
insociant,insociant,インソウシアント,インソイアント,FAIL
exce,exce,イクセ,エエ,FAIL
imaginatably,imaginatably,イマジネイタブリー,イマギナッタブルイ,FAIL
phen,fɛˈn,フィーン,フェン,FAIL
scooter,skuˈtɚ,スクーター,スクッター,FAIL
brindle,bɹɪˈndʌl,ブリンドゥル,ブリンダル,FAIL
bandolier,bæˌndʌlɪˈɹ,バンドリアー,バンダリー,FAIL
wreaking,ɹiˈkɪŋ,リーキング,リッキング,FAIL
aardvark,ɑˈɹdvɑˌɹk,アードバーク,アルドヴァーク,FAIL
spiritualising,spiritualising,スピリチュアライジング,スピリットゥアリシング,FAIL
harangued,hɚæˈŋd,ハラングド,ハーアングド,FAIL
professed,pɹʌfɛˈst,プロフェスト,プラフェスト,FAIL
resolve,ɹizɑˈlv,リゾルブ,リゾルブ,PASS
attendants,ʌtɛˈndʌnts,アテンダンツ,アッテンダンツ,FAIL
effuse,effuse,イフィゥズ,エフフセ,FAIL
forested,fɔˈɹʌstʌd,フォレスティド,フォラスタッド,FAIL
trauma,tɹɔˈmʌ,トゥローマ,トロマ,FAIL
defrauding,dɪfɹɔˈdɪŋ,ディフローディング,ディフロッディング,FAIL
perfect,pɚfɛˈkt,パーフェクト,パーフェックト,FAIL
sleights,sleights,スライツ,スレイグフツ,FAIL
fuel,fjuˈʌl,フィゥーエル,フユアル,FAIL
sheepish,ʃiˈpɪʃ,シーピッシュ,シッピッシュ,FAIL
forest,fɔˈɹʌst,フォーレスト,フォラスト,FAIL
blocked,blɑˈkt,ブロックド,ブロックト,FAIL
doomsday,duˈmzdejˌ,ドゥームズデイ,ドゥムズデイ,FAIL
defeated,dɪfiˈtʌd,ディフィーティド,ディフィッタッド,FAIL
conley,kɑˈnli,コンリイ,コンリー,FAIL
megaphones,mɛˈgʌfowˌnz,メガホンズ,メガフォーンズ,FAIL
glaxo,glæˈksow,グラクソ,グラックソー,FAIL
cobbler,kɑˈblɚ,コブラー,コブラー,PASS
amytal,amytal,アミタール,アムイタル,FAIL
entertainer,ɛˌntɚtejˈnɚ,エンタテイナー,エンターテイナー,FAIL
hallucis,hallucis,ハルーシス,ハルルイス,FAIL
destructive,dɪstɹʌˈktɪv,ディストゥラクティブ,ディストラックティブ,FAIL
gerry,ʤɛˈɹi,ゲリイ,ジェリー,FAIL
rustication,rustication,ラスティケイション,ルスティアッティoン,FAIL
accomplishes,ʌkɑˈmplɪʃɪz,アコンプリッシイズ,アッコンプリッシズ,FAIL
filth,fɪˈlθ,フィルス,フィルス,PASS
gastroenterologi,gastroenterologi,ガストゥロエンテロロジスツ,ガストロエンテロロギー,FAIL
paradisaical,paradisaical,パラディセイイカル,パラッディサイアル,FAIL
perry,pɛˈɹi,ペリー,ペリー,PASS
carring,carring,キャリング,アリング,FAIL
obligated,ɑˈblʌgejˌtɪd,オブリゲイティド,アブラゲイティッド,FAIL
easy,iˈzi,イージイ,イジー,FAIL
fairest,fɛˈɹɪst,フェアレスト,フェリスト,FAIL
chemically,kɛˈmʌkli,ケミカリー,ケマックリー,FAIL
pippi,pippi,ピッピ,ピップピー,FAIL
odisa,odisa,オディッサ,oッディサ,FAIL
gnus,gnus,グヌーズ,グヌス,FAIL
syndesmosis,syndesmosis,シンデズモウシス,スインデスモシス,FAIL
antarctica,æˌntɑˈɹktɪkʌ,アンタークティカ,アンタークティッカ,FAIL
nicer,najˈsɚ,ナイサー,ナイサー,PASS
plutarch,plutarch,プルターク,プルッタフ,FAIL
one,wʌˈn,ワン,ワン,PASS
lounges,lawˈnʤɪz,ラウンジズ,ラーンジズ,FAIL
mcevoy,mæˈkʌvɔjˌ,マケボイ,マッカヴォイ,FAIL
dips,dɪˈps,ディップス,ディップス,PASS
swearer,swearer,スェアラー,スウェアレ,FAIL
septupled,septupled,セプチュプルド,セップトゥップレッド,FAIL
scantling,scantling,スキャントゥリング,スアントリング,FAIL
ponfiticate,ponfiticate,ポンフィティケト,ポンフィッティアッテ,FAIL
institution,ɪˌnstɪtuˈʃʌn,インスティチューション,インスティットゥッシャン,FAIL
australasian,australasian,オーストゥラレイジャン,アウストララシアン,FAIL
saturates,saturates,サチュレイツ,サットゥラッテス,FAIL
arbitrate,ɑˈɹbʌtɹejˌt,アービトゥレイト,アルバットレイト,FAIL
proudy,proudy,プラウディー,プロウッドイ,FAIL
thermic,thermic,サーミック,トヘミ,FAIL
hinterland,hɪˈntɚlæˌnd,ヒンターランド,ヒンターランド,PASS
humanized,hjuˈmʌnajˌzd,ヒューマナイズド,ヒュマナイズド,FAIL
madder,mæˈdɚ,マダー,マッダー,FAIL
diffs,diffs,ディフズ,ディフフス,FAIL
following,fɑˈlowɪŋ,フォローイング,フォローイング,PASS
highbrows,hajˈbɹawˌz,ハイブラウス,ハイブラーズ,FAIL
threshold,θɹɛˈʃowˌld,スレショウルド,スレッショールド,FAIL
quadruplicating,quadruplicating,クワドゥループリケイティング,ウアッドルップリアッティング,FAIL
heft,hɛˈft,ヘフト,ヘフト,PASS
infantilizing,infantilizing,インファンティライジング,インファンティリジング,FAIL
corrigible,kɔˈɹʌʤʌbʌl,コリジブル,コラッジャバル,FAIL
attorney,ʌtɚˈni,アトーニー,アッターニー,FAIL
wadia,wadia,ワディア,ワッディア,FAIL
critics,kɹɪˈtɪks,クリティクス,クリッティックス,FAIL
internationalization,ɪˌntɚnæˌʃʌnʌlɪzejˈʃʌn,インターナショナリゼイション,インターナッシャナリゼイシャン,FAIL
fgalst,fgalst,エフギャルエスティー,フガルスト,FAIL
wounds,wuˈndz,ウーンズ,ウンズ,FAIL
lary,lɛˈɹi,ラリー,レリー,FAIL
motgage,motgage,モートゥゲイジ,モットガゲ,FAIL
inequities,ɪnɛˈkwʌtiz,イネクイティイズ,イネックワッティズ,FAIL
hemispheric,hɛˌmʌsfɪˈɹɪk,ヘミスフェリク,ヘマスフィリック,FAIL
disharmony,dɪshɑˈɹmʌni,ディスハーモニー,ディスホーマニー,FAIL
abroad,ʌbɹɔˈd,アブロウド,アブロッド,FAIL
advertize,advertize,アドゥヴァアタイズ,アッドヴェティゼ,FAIL
deviate,diˈviejˌt,ディヴィエイト,ディヴィエイト,PASS
compliant,kʌmplajˈʌnt,コンプライアント,コンプライアント,PASS
prisoner,pɹɪˈzʌnɚ,プリズナー,プリザナー,FAIL
extend,ɪkstɛˈnd,エクステンド,イックステンド,FAIL
procrastinative,procrastinative,プロクラスティネイティブ,プロラスティナッティヴェ,FAIL
oligarch,owˈlɪgɑˌɹk,オリガーク,オーリゴーク,FAIL
grantees,grantees,グランティース,グランテエス,FAIL
facilitated,fʌsɪˈlʌtejˌtɪd,ファシリテイティド,ファシラッテイティッド,FAIL
venturing,vɛˈnʧɚɪŋ,ベンチュアリング,ヴェンチャーイング,FAIL
infiltrated,ɪnfɪˈltɹejˌtɪd,インフィルトゥレイティド,インフィルトレイティッド,FAIL
lotta,lɑˈtʌ,ロッタ,ロッタ,PASS
bleaching,bliˈʧɪŋ,ブリーチング,ブリッチング,FAIL
belli,bɛˈli,ベライ,ベリー,FAIL
hyperemia,hyperemia,ハイパリーミア,フイペレミア,FAIL
alteplase,alteplase,アルテプレイス,アルテップラセ,FAIL
rodomontade,rodomontade,ロドモンテイド,ロッドモンタッデ,FAIL
fluvastatin,fluvastatin,フルバスタチン,フルヴァスタッティン,FAIL
signior,signior,シニョール,シグニo,FAIL
chronicler,kɹɑˈnɪklɚ,クロニクラー,クロニックラー,FAIL
division,dɪvɪˈʒʌn,ディビジョン,ディヴィジャン,FAIL
vexed,vɛˈkst,ベックスト,ヴェックスト,FAIL
impunity,ɪmpjuˈnɪti,インピュニティー,インピュニッティー,FAIL
contacting,kɑˈntæˌktɪŋ,コンタクティング,コンタックティング,FAIL
dazaifu,dazaifu,ダザイフ,ダザイフ,PASS
booming,buˈmɪŋ,ブーミング,ブミング,FAIL
veto,viˈtow,ビートウ,ヴィットー,FAIL
supplementing,sʌˈplʌmʌntɪŋ,サプリメンティング,サップラマンティング,FAIL
cane,kejˈn,ケイン,ケイン,PASS
gym,ʤɪˈm,ジム,ジム,PASS
seychelles,sejˈʃɛlz,セイシェルズ,セイシェルズ,PASS
fowards,fowards,フォワーズ,フォーアドス,FAIL
rendition,ɹɛndɪˈʃʌn,レンディション,レンディッシャン,FAIL
trappist,tɹæˈpɪst,トゥラピスト,トラッピスト,FAIL
pannikin,pannikin,パニキン,パンニッキン,FAIL
intimidation,ɪntɪˌmɪdejˈʃʌn,インティミデイション,インティミッデイシャン,FAIL
mandibular,mandibular,マンデビュラー,マンディブラ,FAIL
pudge,pudge,パッジ,プッドゲ,FAIL
furthering,fɚˈðɚɪŋ,ファーザーリング,ファーザーイング,FAIL
manicured,mæˈnɪkjɚd,マニキュアード,マニキャード,FAIL
loneliness,lowˈnlinʌs,ロウンリネス,ローンリナス,FAIL
intimidates,ɪntɪˈmɪdejˌts,インティミデイツ,インティミッデイツ,FAIL
o'clock,owˈ'klɑˈk,オクロック,オークロック,FAIL
healthwire,healthwire,ヘルスワイヤ,ヘアルトフウィレ,FAIL
peeking,piˈkɪŋ,ピーキング,ピッキング,FAIL
suspected,sʌspɛˈktʌd,サスペクティド,サスペックタッド,FAIL
flexible,flɛˈksʌbʌl,フレクシブル,フレックサバル,FAIL
wafting,wɑˈftɪŋ,ワフティング,ワフティング,PASS
abled,ejˈbʌld,エイブルド,エイバルド,FAIL
discarded,dɪskɑˈɹdɪd,ディスカーディド,ディスカーディッド,FAIL
trance,tɹæˈns,トゥランス,トランス,FAIL
laxative,læˈksʌtɪv,ラクサティブ,ラックサッティブ,FAIL
premise,pɹɛˈmɪs,プレミス,プレミス,PASS
burbled,bɚˈbʌld,バーブルド,バーバルド,FAIL
tendering,tɛˈndɚɪŋ,テンダリング,テンダーイング,FAIL
bukit,bukit,ブキト,ブッキット,FAIL
ugh,ʌˈg,ウー,アグ,FAIL
vdexup,vdexup,ブイデーイーエックスアップ,ブデウップ,FAIL
perrault,pɛˈɹɔlt,ペロー,ペロルト,FAIL
rat,ɹæˈt,ラット,ラット,PASS
vtachg,vtachg,ブイティーエイチェンジ,ブタフグ,FAIL
cide,cide,サイド,イッデ,FAIL
savageries,savageries,サヴィジリーズ,サヴァゲリエス,FAIL
pitiful,pɪˈtʌfʌl,ピティフル,ピッタファル,FAIL
simson,sɪˈmsʌn,シムソン,シムサン,FAIL
fir,fɚˈ,ファアー,ファー,FAIL
blantancy,blantancy,ブレイタンシイ,ブランタンイ,FAIL
soiled,sɔjˈld,ソイルド,ソイルド,PASS
deadened,deadened,デドゥンド,デアッデネッド,FAIL
progressed,pɹʌgɹɛˈst,プログレスト,プラグレスト,FAIL
forbidden,fɔˈɹbɪdʌn,フォビドゥン,フォービッダン,FAIL
assents,assents,アセンツ,アスセンツ,FAIL
pasadena,pæˌsʌdiˈnɚ,パサデナ,パサッディナー,FAIL
jiggle,ʤɪˈgʌl,ジグル,ジガル,FAIL
rilke,rilke,リルケ,リルケ,PASS
committeemen,committeemen,コミティーメン,oムミットテエメン,FAIL
comical,kɑˈmɪkʌl,コミカル,コミッカル,FAIL
aboveground,aboveground,アバヴグラウンド,アボヴェグロウンド,FAIL
anamnestic,anamnestic,アナムネスティク,アナムネスティ,FAIL
softened,sɔˈfʌnd,ソフンド,ソファンド,FAIL
roopy,roopy,ルーピイ,ロoップイ,FAIL
microbism,microbism,マイクロウビズム,ミロビスム,FAIL
crawfish,kɹɔˈfɪˌʃ,クローフィッシュ,クロフィッシュ,FAIL
vigilant,vɪˈʤʌlʌnt,ヴィジラント,ヴィッジャラント,FAIL
methodologies,mɛˌθowdɑˈlʌʤiz,メソドロジーズ,メソードラッジズ,FAIL
criticises,criticises,クリティサイジズ,リッティイセス,FAIL
bequeath,bɪkwiˈθ,ビクウィース,ビックウィス,FAIL
irredmediable,irredmediable,イレミーディアブル,イレッドメッディアブレ,FAIL
imperialist,ɪmpɪˈɹiʌlɪst,インペリアリスト,インピリアリスト,FAIL
annihilates,annihilates,アナイアレイツ,アンニヒラッテス,FAIL
raving,ɹejˈvɪŋ,レイヴィング,レイヴィング,PASS
tabor,tejˈbɚ,テイバー,テイバー,PASS
consummative,consummative,コンサメイティブ,oンスムマッティヴェ,FAIL
babbles,babbles,バブルズ,バブブレス,FAIL
cheekbone,ʧiˈkbowˌn,チークボーン,チックボーン,FAIL
phonal,phonal,フォーナル,プホナル,FAIL
sscience,sscience,エスサイエンス,ススイエンエ,FAIL
atheistically,atheistically,エイシイスティカリー,アットヘイスティアルルイ,FAIL
monde,mɑˈnd,モンド,モンド,PASS
batfile,batfile,バッチファイル,バットフィレ,FAIL
conciliator,kʌnsɪˈliejˌtɚ,コンシリエイター,コンシリエイター,PASS
slides,slajˈdz,スライズ,スライズ,PASS
dank,dæˈŋk,ダンク,ダンク,PASS
typeii,typeii,タイプトゥー,トイペイイ,FAIL
leisurely,liˈzɚli,リージャリイ,リザーリー,FAIL
doffs,dɔˈfs,ドフス,ドフス,PASS
gypsies,ʤɪˈpsiz,ジプシイズ,ジップシズ,FAIL
botie,botie,ボシー,ボッティエ,FAIL
jcsat,jcsat,ジェイシーサット,イサット,FAIL
temptating,temptating,テンプテイティング,テンプタッティング,FAIL
enoble,enoble,イノーブル,エノブレ,FAIL
byline,bajˈlajˌn,バイライン,バイライン,PASS
liquefied,lɪˈkwʌfajˌd,リクウィファイド,リックワファイド,FAIL
whenever,wɛnɛˈvɚ,ウェネヴァー,ウェネヴァー,PASS
hegemonist,hegemonist,ヘゲモニスト,ヘゲモニスト,PASS
experimented,ɪkspɛˈɹʌmʌntʌd,エクスペリメンティド,イックスペラマンタッド,FAIL
spluttered,spluttered,スプラタード,スプルットテレッド,FAIL
grievance,gɹiˈvʌns,グリーヴァンス,グリヴァンス,FAIL
kashmiri,kæʃmiˈɹi,カシュミリ,キャッシュミリー,FAIL
cataract,kæˈtɚækt,キャタラクト,キャッターアックト,FAIL
freezer,fɹiˈzɚ,フリーザー,フリザー,FAIL
apricot's,ejˈpɹʌkɑˌt'ɛˈs,アプリコットゥズ,エイプラッコットエス,FAIL
satisfies,sæˈtɪsfajˌz,サティスファイズ,サッティスファイズ,FAIL
graphs,gɹæˈfs,グラフス,グラフス,PASS
resistants,resistants,レジスタンツ,レシスタンツ,FAIL
aeroplane,aeroplane,エアロプレイン,アエロップラネ,FAIL
earth,ɚˈθ,アース,アース,PASS
bunkmates,bunkmates,バンクメイツ,ブンクマッテス,FAIL
opiating,opiating,オウピアティング,oッピアッティング,FAIL
climbing,klajˈmɪŋ,クライミング,クライミング,PASS
disheartening,dɪshɑˈɹtʌnɪŋ,ディスハートゥニング,ディスハータニング,FAIL
fan,fæˈn,ファン,ファン,PASS
